Объем,Бренд,Цена со скидкой,Цена,Тип вина,Цвет,Сахар,Страна производителя,Регион,Аппелласьон,Производитель,Категория,Сорт винограда,Выдержка в ёмкости,Содержание алкоголя,Температура подачи,Friendly,BiO,Винтаж,Подарочная упаковка
0.75,unknown,1565.0,2235.0,Тихое,Белое,Полусладкое,Франция,Бордо,Bordeaux AOC,Ginestet,AOC/AOP,СемильонСовиньон блан,unknown,11.5,9.0,0,0,2023,0
0.75,Golser Wein,1323.0,1890.0,Тихое,Белое,Полусухое,Австрия,Бургенланд,unknown,Golser Wein,unknown,Мускат оттонель,Стальной чан,12.0,11.0,1,0,2021,0
0.75,Domaine Roy,17378.0,17378.0,Тихое,Белое,Сухое,Франция,Бургундия,Chablis Grand Cru AOС,Domaine Roy,AOC/AOP,Шардоне,Стальной чан,13.0,11.0,0,0,2022,0
0.75,unknown,5462.0,5462.0,Тихое,Красное,Сухое,Новая Зеландия,Мальборо,Marlborough,Vinultra,unknown,Пино нуар,Бочка,14.0,17.0,0,0,2020,0
0.75,Dominus Estate,127619.0,127619.0,Тихое,Красное,Сухое,США,Калифорния,Napa Valley AVA,Dominus Estate,AVA,Каберне совиньонКаберне франПти вердо,Бочка,14.5,17.0,0,0,2014,0
0.75,Bellene,16571.0,16571.0,Тихое,Красное,Сухое,Франция,Бургундия,Savigny-les-Beaune 1-er Cru AOC,Bellene,AOC/AOP,Пино нуар,Бочка,13.5,15.0,1,1,2020,0
0.75,unknown,2237.0,2237.0,Тихое,Красное,Сухое,Чили,Центральная долина,Maule Valley DO,Viña J. Bouchon,DO,КарменерСира,Стальной чан,13.0,17.0,1,0,2020,0
0.75,unknown,4436.0,4436.0,Тихое,Красное,Сухое,Армения,Араратская долина,unknown,Tierras de Armenia,unknown,Сира,unknown,14.7,17.0,0,0,2022,0
0.75,Losito e Guarini,1660.0,1660.0,Тихое,Белое,Полусухое,Италия,Апулия,Puglia IGT,Losito e Guarini,IGT/IGP,Треббьяно,Стальной чан,12.914653243847875,9.0,1,1,2021,0
0.75,unknown,14697.0,14697.0,Тихое,Красное,Сухое,Италия,Сицилия,Etna DOC,Pietradolce,DOC/DOP,Нерелло маскалезе,Бочка,15.0,17.0,0,0,2019,0
1.5,Petrolo,62350.0,62350.0,Тихое,Красное,Сухое,Италия,Тоскана,Toscana IGT,Petrolo,IGT/IGP,Мерло,Бочка,12.914653243847875,17.0,0,1,2017,0
0.75,Ca'Rugate,1809.0,2261.0,Тихое,Красное,Сухое,Италия,Венето,unknown,Ca'Rugate,DOC/DOP,КорвинаКорвинонеРондинелла,Стальной чан,12.914653243847875,17.0,0,0,unknown,0
0.75,unknown,3492.0,3492.0,Тихое,Белое,Сухое,Италия,Кампанья,Greco di Tufo DOCG,Colli Irpini Montesole,DOCG,Греко,Стальной чан,12.5,9.0,0,0,2022,0
0.75,Winery Despotika,4490.0,4490.0,Тихое,Белое,Сухое,Сербия,Сумадия,unknown,Winery Despotika,unknown,Морава (траминер розовый),Стальной чан,14.0,9.0,0,0,2021,0
0.75,Aromo,1042.0,1303.0,Тихое,Белое,Сухое,Чили,Центральная долина,Maule Valley DO,Aromo,DO,Совиньон блан,Стальной чан,12.5,9.0,0,0,unknown,0
0.75,Domini Veneti,2490.0,2490.0,Тихое,Красное,Полусухое,Италия,Венето,Valpolicella DOC,Domini Veneti,DOC/DOP,Корвина веронезеКорвинонеРондинеллаМолинара,Стальной чан,13.0,17.0,0,0,unknown,0
0.75,Domaine Denis Carre,7990.0,7990.0,Тихое,Красное,Сухое,Франция,Бургундия,Bourgogne Hauts-Cote de Beaune AOC,Domaine Denis Carre,AOC/AOP,Пино нуар,Бочка,13.0,17.0,0,1,2021,0
0.75,Carlo Pellegrino,2610.0,2610.0,Тихое,Белое,Сухое,Италия,Сицилия,Terre Siciliane IGT,Carlo Pellegrino,IGT/IGP,Инзолия,Стальной чан,11.5,11.0,0,0,2022,0
0.75,Terralsole,12213.0,15266.0,Тихое,Красное,Сухое,Италия,Тоскана,Brunello di Montalcino DOCG,Terralsole,DOCG,Санджовезе,Бочка,14.5,17.0,0,0,2013,0
0.75,unknown,3979.0,3979.0,Тихое,Красное,Сухое,Чили,Центральная долина,Maule Valley DO,Viña J. Bouchon,DO,Паис,Цементная емкость,12.0,15.0,1,1,2021,0
0.75,Bodegas y Vinedos Valtravieso,10234.0,10234.0,Тихое,Красное,Сухое,Испания,Кастилия и Леон,Ribera del Duero DO,Bodegas y Vinedos Valtravieso,DO,Тинто финоКаберне совиньонМерло,Бочка,15.0,17.0,0,0,2019,0
0.75,Chateau Pichon Longueville Comtesse de Lalande,74535.0,74535.0,Тихое,Красное,Сухое,Франция,Бордо,Pauillac AOC,Chateau Pichon Longueville Comtesse de Lalande,AOC/AOP,Каберне совиньонМерлоКаберне франПти вердо,Бочка,13.5,17.0,0,0,2015,0
0.75,unknown,1427.0,2039.0,Тихое,Белое,Сухое,ЮАР,Брид Ривер,Robertson Valley WO,Goedverwacht Family Wines,WO,Совиньон блан,Стальной чан,12.5,9.0,0,0,2023,0
0.75,Jean-Paul & Benoît Droin,8732.0,8732.0,Тихое,Белое,Сухое,Франция,Бургундия,Chablis AOС,Jean-Paul & Benoît Droin,AOC/AOP,Шардоне,Стальной чан,12.5,9.0,0,0,2022,0
0.75,unknown,2719.0,2719.0,Тихое,Белое,Сухое,Испания,Риоха,Rioja DOCa,Marqués de Cáceres,DOCa,Виура,unknown,12.5,9.0,0,0,2023,0
0.75,Piccini,1230.0,1538.0,Тихое,Красное,Сухое,Италия,Тоскана,Chianti DOCG,Piccini,DOCG,Санджовезе,Бочка,12.914653243847875,17.0,0,0,unknown,0
0.75,unknown,40066.0,40066.0,Тихое,Красное,Сухое,Франция,Бордо,Pauillac AOC,Chateau Pontet-Canet,AOC/AOP,Каберне совиньонМерлоКаберне франПти вердо,Бочка,13.0,17.0,0,1,2017,0
0.75,Farnese,2428.0,3035.0,Тихое,Красное,Полусухое,Италия,Тоскана,Chianti DOCG,Farnese,DOCG,СанджовезеКаберне совиньон,Бочка,13.0,17.0,0,0,unknown,0
0.75,Дербент Вино,523.0,950.0,Тихое,Белое,Полусладкое,Россия,Дагестан,Дагестан ЗГУ,Дербент Вино,ЗГУ,РислингШардонеРкацители,unknown,11.0,11.0,0,0,2021,0
0.75,unknown,1350.0,1350.0,Тихое,Красное,Полусухое,Австралия,Юго-Восточная Австралия,unknown,Hardy’s,unknown,Мерло,unknown,12.5,17.0,0,0,2021,0
0.75,Bellene,43943.0,43943.0,Тихое,Белое,Сухое,Франция,Бургундия,Meursault 1er Cru AOС,Bellene,AOC/AOP,Шардоне,Бочка,13.0,11.0,1,1,2022,0
0.75,Jean Durup Pere et Fils,2990.0,3738.0,Тихое,Белое,Сухое,Франция,Бургундия,Petit Chablis AOC,Jean Durup Pere et Fils,AOC/AOP,Шардоне,Стальной чан,12.25,11.0,0,0,unknown,0
0.75,unknown,13188.0,13188.0,Тихое,Красное,Сухое,Италия,Пьемонт,Barolo DOCG,Rivetto,DOCG,Неббиоло,Бочка,14.0,17.0,0,1,2019,0
0.75,Corte Giara,2637.0,2637.0,Тихое,Красное,Сухое,Италия,Венето,Bardolino DOC,Corte Giara,DOC/DOP,Корвина веронезеРондинеллаМолинара,Стальной чан,12.5,15.0,0,0,2022,0
0.75,unknown,323.0,587.0,Тихое,Красное,Сухое,Россия,Краснодарский край,Кубань. Таманский полуостров ЗГУ,Кубань-Вино,ЗГУ,Каберне совиньон,Бочка,13.5,17.0,0,0,2020,0
0.75,Fanagoria,604.0,1098.0,Тихое,Красное,Сухое,Россия,Краснодарский край,Кубань. Таманский полуостров ЗГУ,Fanagoria,ЗГУ,Каберне совиньон,unknown,12.914653243847875,15.0,0,0,2022,0
0.75,Domaine Roy,8490.0,8490.0,Тихое,Белое,Сухое,Франция,Бургундия,Chablis Grand Cru AOС,Domaine Roy,AOC/AOP,Шардоне,Стальной чан,12.5,11.0,0,0,2022,0
0.75,Famiglia Marrone,2041.0,2551.0,Тихое,Красное,Сухое,Италия,Пьемонт,Dolcetto d'Alba DOC,Famiglia Marrone,DOC/DOP,Дольчетто,Стальной чан,13.5,17.0,0,0,unknown,0
0.75,unknown,1363.0,1363.0,Тихое,Красное,Сухое,Италия,Тоскана,Chianti DOCG,Castellani,DOCG,СанджовезеКанайолоКаберне совиньон,Бочка,12.5,17.0,0,0,2019,0
0.75,Cantine Settesoli,1670.0,1670.0,Тихое,Красное,Сухое,Италия,Сицилия,Terre Siciliane IGT,Cantine Settesoli,IGT/IGP,Аликанте бушеСира,Стальной чан,13.5,15.0,1,0,2021,0
0.75,Jovani Vins,3294.0,3294.0,Тихое,Белое,Сухое,Испания,Каталония,Terra Alta,Jovani Vins,DO,Гарнача бланкаМакабео,unknown,13.5,9.0,0,0,2022,0
0.75,unknown,24458.0,24458.0,Тихое,Белое,Сухое,Франция,Бургундия,Ladoix AOC,Philippe Pacalet,AOC/AOP,Шардоне,Бочка,12.5,11.0,0,1,2020,0
0.75,Bellene,4969.0,4969.0,Тихое,Красное,Сухое,Франция,Бургундия,Bourgogne AOC,Bellene,AOC/AOP,Пино нуар,Бочка,12.5,15.0,1,1,2022,0
0.75,Gran Clos,2475.0,3094.0,Тихое,Красное,Сухое,Испания,Каталония,Priorat DOQ,Gran Clos,DOQ,ГренашМерлоКариньенаКаберне совиньон,Бочка,14.5,17.0,0,0,unknown,0
0.75,Famiglia Marrone,10857.0,13571.0,Тихое,Красное,Сухое,Италия,Пьемонт,Barolo DOCG,Famiglia Marrone,DOCG,Неббиоло,Бочка,14.5,17.0,0,0,unknown,0
0.75,Bindi Sergardi,2147.0,2684.0,Тихое,Красное,Сухое,Италия,Тоскана,Chianti DOCG,Bindi Sergardi,DOCG,Санджовезе,Стальной чан,13.0,17.0,0,0,unknown,0
0.75,unknown,3839.0,3839.0,Тихое,Красное,Сухое,Австрия,Бургенланд,unknown,Weingut Judith Beck,unknown,Цвайгельт,Бочка,12.5,15.0,0,1,2020,0
0.75,Castel Sallegg,2736.0,3420.0,Тихое,Красное,Сухое,Италия,Трентино-Альто-Адидже,Alto-Adige DOC,Castel Sallegg,DOC/DOP,Лагрейн,Стальной чан,12.914653243847875,17.0,0,0,unknown,0
0.75,Marchand-Tawse,19714.0,19714.0,Тихое,Красное,Сухое,Франция,Бургундия,Nuits-Saint-Georges AOС,Marchand-Tawse,AOC/AOP,Пино нуар,Бочка,14.0,15.0,0,0,2021,0
0.75,unknown,3722.0,3722.0,Тихое,Белое,Сухое,Италия,Трентино-Альто-Адидже,Valdadige DOC,Santa Margherita,DOC/DOP,Пино гриджо,unknown,12.5,11.0,1,1,2022,0
0.75,Il Rocchin,1694.0,2117.0,Тихое,Белое,Сухое,Италия,Пьемонт,Gavi DOCG,Il Rocchin,DOCG,Кортезе,Стальной чан,12.5,11.0,0,0,unknown,0
0.75,Belle Glos,7734.0,9667.0,Тихое,Красное,Полусухое,США,Калифорния,Santa Maria Valley AVA,Belle Gros,unknown,Пино нуар,Бочка,14.7,15.0,0,0,unknown,0
0.75,Cantine Colomba Bianca,830.0,1037.0,Тихое,Белое,Полусухое,Италия,Сицилия,Sicilia DOC,Cantine Colomba Bianca,DOC/DOP,Грилло,Стальной чан,12.5,11.0,0,1,unknown,0
0.75,Jean-Paul & Benoît Droin,16973.0,16973.0,Тихое,Белое,Сухое,Франция,Бургундия,Chablis 1er Cru AOС,Jean-Paul & Benoît Droin,AOC/AOP,Шардоне,Бочка,13.0,11.0,0,0,2022,0
0.5,Fanagoria,826.0,1502.0,Тихое,Белое,Сладкое,Россия,Краснодарский край,unknown,Fanagoria,unknown,Рислинг,unknown,12.0,7.0,0,0,2022,0
0.75,Caruso & Minini,2090.0,2612.0,Тихое,Красное,Сухое,Италия,Сицилия,Terre Siciliane IGT,Caruso & Minini,IGT/IGP,Перриконе,Стальной чан,13.5,17.0,0,1,unknown,0
0.75,unknown,14074.0,14074.0,Тихое,Красное,Сухое,Франция,Бордо,Pomerol AOC,Chateau Clinet,AOC/AOP,МерлоКаберне совиньон,Бочка,14.0,17.0,0,0,2018,0
0.75,Robert Weil,5490.0,5490.0,Тихое,Белое,Полусухое,Германия,Рейнгау,Rheingau QbA,Robert Weil,QbA,Рислинг,Стальной чан,12.0,11.0,0,0,2021,1
0.75,unknown,6950.0,8687.0,Тихое,Красное,Сухое,Италия,Тоскана,Brunello di Montalcino DOCG,Fattoria dei Barbi,DOCG,Санджовезе,Бочка,12.914653243847875,17.0,0,0,unknown,0
0.75,Dievole,8435.0,10544.0,Тихое,Красное,Сухое,Италия,Тоскана,Bolgheri DOC,Dievole,DOC/DOP,Каберне франКаберне совиньонПти вердо,Бочка,13.5,17.0,0,0,unknown,0
0.75,Kakhetian Traditional Winemaking,709.0,886.0,Тихое,Красное,Полусладкое,Грузия,Кахетия,unknown,Kakhetian Traditional Winemaking,unknown,Саперави,Стальной чан,12.0,17.0,0,0,unknown,0
0.75,Domaine Chatelain,4475.0,4475.0,Тихое,Белое,Сухое,Франция,Долина Луары,Sancerre AOC,Domaine Chatelain,AOC/AOP,Совиньон блан,Стальной чан,12.75,9.0,0,0,unknown,0
0.75,unknown,14913.0,14913.0,Тихое,Красное,Сухое,Франция,Бордо,Pessac-Léognan AOC,Chateau de Fieuzal,AOC/AOP,Каберне совиньонМерлоКаберне франПти вердо,Бочка,13.0,17.0,0,0,2016,0
0.75,unknown,999.0,1816.0,Тихое,Белое,Сухое,Россия,Крым,Крым ЗГУ,Сатера,ЗГУ,Ркацители,Бочка,12.5,11.0,0,0,2022,0
0.75,unknown,3593.0,3593.0,Тихое,Белое,Сухое,Италия,Пьемонт,Gavi DOCG,Batasiolo,DOCG,Кортезе,Стальной чан,12.5,9.0,0,0,2022,0
0.75,unknown,4867.0,4867.0,Тихое,Белое,Полусухое,Германия,Пфальц,Pfalz QbA,Muller-Catoir,QbA,Рислинг,Стальной чан,12.5,9.0,1,1,2022,0
0.75,Vinos Aurelio Garcia,5017.0,5017.0,Тихое,Красное,Сухое,Испания,Кастилия и Леон,unknown,Vinos Aurelio Garcia,unknown,Бобаль,Бочка,14.5,17.0,1,1,2018,0
0.75,Marchand-Tawse,8990.0,8990.0,Тихое,Белое,Сухое,Франция,Бургундия,Vire-Clesse AOС,Marchand-Tawse,AOC/AOP,Шардоне,Бочка,12.5,15.0,0,0,2021,0
0.75,unknown,108634.0,108634.0,Тихое,Красное,Сухое,Франция,Бордо,Margaux AOC,Chateau Palmer,AOC/AOP,МерлоКаберне совиньон,Бочка,13.5,17.0,0,1,2011,0
0.75,Rione dei Dogi,1918.0,1918.0,Тихое,Белое,Сухое,Италия,Фриули-Венеция-Джулия,Friuli Grave DOC,Rione dei Dogi,DOC/DOP,Пино гриджо,Стальной чан,12.914653243847875,11.0,0,0,2023,0
0.75,Alpha Estate,2870.0,3588.0,Тихое,Красное,Сухое,Греция,Македония,Amyndeon PDO,Alpha Estate,PDO,Ксиномавро,Бочка,14.0,17.0,0,0,unknown,0
0.75,Albert Bichot,5274.0,6593.0,Тихое,Белое,Сухое,Франция,Бургундия,Chablis 1er Cru AOС,Albert Bichot,AOC/AOP,Шардоне,Стальной чан,12.5,9.0,0,0,unknown,0
0.75,unknown,3213.0,3213.0,Тихое,Красное,Сухое,Италия,Тоскана,Rosso di Montalcino DOC,Tenuta di Gracciano Della Seta,DOC/DOP,СанджовезеМерло,Бочка,13.5,17.0,0,1,2022,0
0.75,unknown,1406.0,1406.0,Тихое,Красное,Сухое,Чили,Центральная долина,Maule Valley DO,Viña J. Bouchon,DO,Мерло,Стальной чан,13.0,17.0,1,0,2022,0
0.75,Can Sumoi,4575.0,4575.0,Тихое,Белое,Сухое,Испания,Каталония,Penedes DO,Can Sumoi,DO,Щарелло,Бутылка,12.0,9.0,1,1,2022,0
